hoy,battery_soc_r2_gwh_target,battery_soc_r5_gwh_target,battery_soc_r6_gwh_target,climatology_eue_gwh
391,94.95656038781168,89.81939653739602,96.95745000000004,0.0
392,94.95656038781168,89.81939653739602,96.95745000000004,0.0
393,94.95656038781168,89.81939653739602,96.95745000000004,0.0
394,94.95656038781168,89.81939653739602,96.95745000000004,0.0
395,94.95656038781168,89.81939653739602,96.95745000000004,0.0
396,94.95656038781168,89.81939653739602,96.95745000000004,0.0
397,94.95656038781168,89.81939653739602,96.95745000000004,0.0
398,94.95656038781168,89.81939653739602,96.95745000000004,0.0
399,94.95656038781168,89.81939653739602,96.95745000000004,0.0
400,94.95656038781168,89.81939653739602,96.95745000000004,0.0
401,94.95656038781168,89.81939653739602,96.95745000000004,0.0
402,73.90392880886431,81.69319155124644,96.95745000000004,0.0
403,73.90392880886431,81.69319155124644,96.95745000000004,0.0
404,63.65007839335185,81.69319155124644,96.95745000000004,0.0
405,63.65007839335185,81.69319155124644,96.95745000000004,0.0
406,63.65007839335185,81.69319155124644,96.95745000000004,0.0
407,63.65007839335185,81.69319155124644,96.95745000000004,0.0
408,63.65007839335185,81.69319155124644,96.95745000000004,0.0
409,63.65007839335185,81.69319155124644,96.95745000000004,0.0
410,63.65007839335185,81.69319155124644,97.39505000000001,0.0
411,63.65007839335185,81.69319155124644,100.0,0.0
412,64.26942839335184,81.69319155124644,100.0,0.0
413,64.26942839335184,81.69319155124644,100.0,0.0
414,64.26942839335184,81.69319155124644,100.0,0.0
415,64.26942839335184,81.69319155124644,100.0,0.0
416,64.26942839335184,81.69319155124644,100.0,0.0
417,64.26942839335184,81.69319155124644,100.0,0.0
418,64.26942839335184,81.69319155124644,100.0,0.0
419,64.26942839335184,81.69319155124644,100.0,0.0
420,64.26942839335184,81.69319155124644,100.0,0.0
421,64.26942839335184,81.69319155124644,100.0,0.0
422,64.26942839335184,81.69319155124644,100.0,0.0
423,64.26942839335184,81.69319155124644,93.25728531855957,0.0
424,64.26942839335184,81.69319155124644,93.25728531855957,0.0
425,64.26942839335184,78.69391177285313,93.25728531855957,0.0
426,64.26942839335184,78.69391177285313,93.25728531855957,0.0
427,64.26942839335184,78.69391177285313,93.25728531855957,0.0
428,64.26942839335184,78.69391177285313,93.25728531855957,0.0
429,64.26942839335184,78.69391177285313,93.25728531855957,0.0
430,64.26942839335184,78.69391177285313,93.25728531855957,0.0
431,64.26942839335184,78.69391177285313,93.25728531855957,0.0
432,64.26942839335184,78.69391177285313,93.25728531855957,0.0
433,64.26942839335184,78.69391177285313,93.59853531855957,0.0
434,68.25052839335184,78.69391177285313,93.59853531855957,0.0
435,73.14737839335186,78.69391177285313,93.59853531855957,0.0
436,73.59410096952902,80.40113919667596,93.59853531855957,0.0
437,73.59410096952902,80.40113919667596,93.59853531855957,0.0
438,73.59410096952902,80.40113919667596,93.59853531855957,0.0
439,73.59410096952902,80.40113919667596,93.59853531855957,0.0
440,73.59410096952902,80.40113919667596,93.59853531855957,0.0
441,73.59410096952902,80.40113919667596,93.59853531855957,0.0
442,73.59410096952902,80.40113919667596,93.59853531855957,0.0
443,73.59410096952902,80.40113919667596,93.59853531855957,0.0
444,73.59410096952902,80.40113919667596,93.59853531855957,0.0
445,73.59410096952902,80.40113919667596,93.59853531855957,0.0
446,73.59410096952902,80.40113919667596,93.59853531855957,0.0
447,73.59410096952902,80.40113919667596,93.59853531855957,0.0
448,73.59410096952902,80.40113919667596,93.59853531855957,0.0
449,73.59410096952902,80.40113919667596,93.59853531855957,0.0
450,73.59410096952902,80.40113919667596,93.59853531855957,0.0
451,73.59410096952902,80.40113919667596,93.59853531855957,0.0
452,73.59410096952902,80.40113919667596,93.59853531855957,0.0
453,73.59410096952902,80.40113919667596,93.59853531855957,0.0
454,73.59410096952902,80.40113919667596,93.59853531855957,0.0
455,73.59410096952902,80.40113919667596,93.59853531855957,0.0
456,73.59410096952902,80.40113919667596,93.59853531855957,0.0
457,73.59410096952902,80.40113919667596,93.59853531855957,0.0
458,75.589150969529,80.40113919667596,93.59853531855957,0.0
459,78.563800969529,80.40113919667596,93.59853531855957,0.0
460,78.563800969529,80.40113919667596,94.28173531855956,0.0
461,78.563800969529,80.40113919667596,94.28173531855956,0.0
462,78.563800969529,80.40113919667596,94.28173531855956,0.0
463,78.563800969529,66.58235803324104,94.28173531855956,0.0
464,78.563800969529,66.58235803324104,94.28173531855956,0.0
465,78.563800969529,66.58235803324104,94.28173531855956,0.0
466,78.563800969529,66.58235803324104,94.28173531855956,0.0
467,78.563800969529,66.58235803324104,94.28173531855956,0.0
468,78.563800969529,66.58235803324104,94.28173531855956,0.0
469,78.563800969529,66.58235803324104,94.28173531855956,0.0
470,78.563800969529,66.58235803324104,94.28173531855956,0.0
471,78.563800969529,66.58235803324104,94.28173531855956,0.0
472,78.563800969529,66.58235803324104,94.28173531855956,0.0
473,78.563800969529,66.58235803324104,94.28173531855956,0.0
474,78.563800969529,63.271388504155155,94.28173531855956,0.0
475,78.563800969529,63.271388504155155,94.28173531855956,0.0
476,78.563800969529,63.271388504155155,94.28173531855956,0.0
477,78.563800969529,63.271388504155155,94.28173531855956,0.0
