h2_storage_twh,h2_reconversion_gw,eue_gwh,lole_h,year,resolution_h
2.413707431334052,36.2021220225244,287.5004478402595,60,2016,6
4.827414862668104,36.2021220225244,140.68468266403644,54,2016,6
9.654829725336208,36.2021220225244,87.67448309802595,42,2016,6
19.309659450672417,36.2021220225244,87.67448309802595,42,2016,6
